Title,Department,Location,Salary,Closing Date,UID,URL
Diary Manager,Government Digital Service,London,"Salary : £32,000 to £33,000",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 327033,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzM4MyZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Senior Business Analyst,Cabinet Office,"Bristol, South West England, BS2 0PS : Glasgow, Scotland, G2 8HS : Salford, North West England, M3 5BN : Newcastle upon Tyne, North East England, NE98 1ZZ : York, Yorkshire and the Humber, YO1 7PX","Salary : £53,400 to £59,700",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326542,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzM0MiZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Performance & Insight Analyst,Cabinet Office,"Bristol, South West England, BS2 0PS : Glasgow, Scotland, G2 8HS : Newcastle upon Tyne, North East England, NE98 1ZZ","Salary : £40,850 to £44,260",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326709,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJmpvYmxpc3Rfdmlld192YWM9MTg4NzMzMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Young Adult Support Workers (Ref: 81465),HM Prison & Probation Service,"These positions are based at NPS MIDDLESBOROUGH POLICE STATION MIDDLEHAVEN MIDDLESBOROUGH, TS2 1AB","Salary : £23,637 to £29,046",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326738,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJmpvYmxpc3Rfdmlld192YWM9MTg4NzMxNiZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Ministerial Correspondence Team Leader,Department for Education,"City of Westminster, London (region), SW1P 3BT","Salary : £57,498",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326362,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODczMDQmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Cyber Threat Intelligence Senior Analyst,Department for Work and Pensions,"Birmingham, Blackpool, Leeds, London, Manchester, Newcastle-upon-Tyne, Sheffield","Salary : £40,201 to £47,986",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 310262,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyODYmdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Head of Analysis - International and Economic Security,"Department for Science, Innovation & Technology","Birmingham, Cardiff, Darlington, Edinburgh, London, Manchester","Salary : £61,580 to £73,440",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326314,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NzI4NSZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Product Manager,Met Office,Exeter,"Salary : £38,838 to £42,434",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326893,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyNTYmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Senior Test Engineer,Planning Inspectorate,"Bristol, South West England, BS1 6PN","Salary : £44,220 to £47,441",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326794,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJmpvYmxpc3Rfdmlld192YWM9MTg4NzI1NCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Business Relationship Manager,Cabinet Office,London,"Salary : £44,500 to £48,243",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 324770,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmam9ibGlzdF92aWV3X3ZhYz0xODg3MjUzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
"Customer Experience Centre Manager-£42,869 p.a. + benefits",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London","Salary : £42,869",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326882,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NzI1MCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
HR Resourcing Advisor,Maritime and Coastguard Agency,Southampton,"Salary : £28,119",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 325337,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NzIzMiZ1c2Vyc2VhcmNoY29udGV4dD01OTc2MzkwMyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Open Data & Digitalisation Lead,Ofwat (Water Services Regulation Authority),Birmingham (B5 4UA) or London (E14 4HD) based with hybrid working,"Salary : £55,031 to £83,888",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326784,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyMzAmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Associate Product Manager,Met Office,Exeter,"Salary : £32,100 to £34,925",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326831,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmam9ibGlzdF92aWV3X3ZhYz0xODg3MjI4JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Cyber Security Governance and Compliance Manager,"Department for Levelling Up, Housing and Communities","Birmingham, Bristol, Darlington, Leeds, London, Manchester, Wolverhampton","Salary : £42,466",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326814,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyMjcmdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmcmVxc2lnPTE3MDEyNTQ4MzQtMDA0ZjI3MTA1MzM2MjVhZjc1NjQ4NWMwODM3MDhmMTE1YTEzNDJhZA==
Band 6 Clinical Nurse,Ministry of Defence,"DMRC Stanford Hall, Stanford on Soar, Loughborough, LE12 5QW","Salary : £35,392 to £42,618",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326370,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MiZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NzYzOTAzJmpvYmxpc3Rfdmlld192YWM9MTg4NzIyMyZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
DIO – Ministry of Defence Guard Service – Security Officer Shift Worker,Ministry of Defence,"DTE Nesscliff, Shrewsbury, Shropshire, SY4 1BH","Salary : £30,000",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 323828,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4NzIxNiZ1c2Vyc2VhcmNoY29udGV4dD01OTc2MzkwMyZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MiZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
Facilitator - Group Worker (Ref:81432),HM Prison & Probation Service,"This position is based at HMYOI SWINFEN HALL LICHFIELD, WS14 9QS","Salary : £30,471",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326813,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcyMTQmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
Junior Software Developer,Department for Education,"Coventry, West Midlands (England), CV1 2WT : Manchester, North West England, M1 2WD : Sheffield, Yorkshire and the Humber, S1 2FJ","Salary : £32,222",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 325703,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MjEyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmc2VhcmNocGFnZT0yJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
Real Estate Relationship Manager (North East/Yorkshire & Humber),Department for Work and Pensions,"North East England, Yorkshire and the Humber","Salary : £40,201 to £43,347",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 325333,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg3MjAzJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImdXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
Business Analyst,Ofwat (Water Services Regulation Authority),Birmingham (B5 4UA) or London (E14 4HD) based with hybrid working,"Salary : £36,918 to £54,665",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 281597,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4NzIwMSZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTc2MzkwMyZzZWFyY2hwYWdlPTImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
Senior Admin Officer(Ref: 81531),HM Prison & Probation Service,"This position is based at NPS 2 COBDEN STREET LEICESTER, LE1 2LB","Salary : £23,637 to £29,046",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326795,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4NzE5NiZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTc2MzkwMyZzZWFyY2hwYWdlPTImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
Controller (Ref: 81488),HM Prison & Probation Service,"This position is based at HM Prison Parc, CF35 6AR","Salary : £59,623 to £71,546",Closes : 11:55 pm on Wednesday 29th November 2023,Reference : 326764,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk3NjM5MDMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODcxODYmcmVxc2lnPTE3MDEyNTQ4MzYtNTlkYzhiNjlhY2M5YTA0MDdlMzYxNjQ1ZDNhM2JmZGJiOTQ0ZjI3Yg==
